"","yield"
"LT0040.11",70.1497988004865
"LT0040.12",70.0903872782422
"LT0040.13",70.7789101605609
"LT0040.14",73.8355373038889
"LT0040.15",70.0686988288145
"LT0040.16",72.5159935305045
"LT0040.17",70.7097944426843
"LT0040.18",71.9219434813151
"LT0040.19",69.950146013393
"LT0040.20",73.1919536256538
"LT0040.21",73.4510585881404
"LT0040.22",71.9711117163947
"LT0040.23",73.2379687029264
"LT0040.24",69.4667878354025
"LT0040.25",70.9902306773245
"LT0041.01",72.9953763001134
"LT0041.02",62.9823031112257
"LT0041.03",69.3048380919322
"LT0041.04",76.1135542763804
"LT0041.05",72.9972907692883
"LT0041.06",61.9573960983355
"LT0041.07",71.3982436629249
"LT0041.08",74.7432513743773
"LT0041.09",77.0398596039678
"LT0041.10",60.7621401904053
"LT0041.11",70.884819619526
"LT0041.12",73.8501061943511
"LT0041.13",72.8230962479956
"LT0041.14",63.9873224683785
"LT0041.15",74.9898750529037
"LT0041.16",74.6737413975545
"LT0041.17",72.6440894791461
"LT0041.18",62.7948674949932
"LT0041.19",75.3395196391421
"LT0041.20",73.2973447199753
"LT0041.21",78.3398202232923
"LT0041.22",66.3369855626132
"LT0041.23",72.8362160109334
"LT0041.24",73.5362023452609
"LT0041.25",70.7441292446511
"LT0042.01",72.9966497577106
"LT0042.02",67.5769231954405
"LT0042.03",70.9966206713882
"LT0042.04",72.2248075889242
"LT0042.05",70.8050283354076
"LT0042.06",73.9391125280572
"LT0042.07",68.581560097176
"LT0042.08",74.6873753109079
"LT0042.09",73.7776923620334
"LT0042.10",72.4836765391069
"LT0042.11",70.5241214990682
"LT0042.12",72.7160230400786
"LT0042.13",72.6300738961931
"LT0042.14",74.4381346535973
"LT0042.15",73.6288608672474
"LT0042.16",70.8590628114112
"LT0042.17",71.7872888143343
"LT0042.18",70.0069459817385
"LT0042.19",72.4464854270451
"LT0042.20",72.8243344985994
"LT0042.21",71.2038557799255
"LT0042.22",73.2397185741449
"LT0042.23",73.5806704779992
"LT0042.24",70.8107069741396
"LT0042.25",72.5787895680113
"LT0043.01",65.8052827092547
"LT0043.02",69.6794056752624
"LT0043.03",64.0456474940857
"LT0043.04",67.7276576770912
"LT0043.05",71.6375270655753
"LT0043.06",66.3544493936442
"LT0043.07",70.7809916066592
"LT0043.08",68.090409604671
"LT0043.09",69.2760039132663
"LT0043.10",65.5775030812979
"LT0043.11",73.003414353258
"LT0043.12",64.9465302359258
"LT0043.13",70.0794248540205
"LT0043.14",62.8630660064818
"LT0043.15",70.0898975559189
"LT0043.16",64.6899946185328
"LT0043.17",71.1088385294138
"LT0043.18",62.64815020872
"LT0043.19",69.9808466413374
"LT0043.20",64.8365493299159
"LT0043.21",69.5093466181925
"LT0043.22",65.3584108547098
"LT0043.23",71.0018048538599
"LT0043.24",62.2840786526982
"LT0043.25",70.375915612562
"LT0044.01",81.3362673713593
"LT0044.02",76.4430396032825
"LT0044.03",73.2752530735131
"LT0044.04",77.3630597817241
"LT0044.05",76.3055960769608
"LT0044.06",74.1831702293029
"LT0044.07",72.168363171633
"LT0044.08",78.1753221459371
"LT0044.09",74.7472096188239
"LT0044.10",76.4070377738355
"LT0044.11",74.2083944506538
"LT0044.12",72.3790325302061
"LT0044.13",76.3730078984533
"LT0044.14",76.4624891630679
"LT0044.15",77.8281747192175
"LT0044.16",75.5135275473982
"LT0044.17",74.3830720960893
"LT0044.18",73.6756269229115
"LT0044.19",75.7843269364872
"LT0044.20",73.4174982798824
"LT0044.21",74.6626969211748
"LT0044.22",74.4562784788075
"LT0044.23",75.2201363756277
"LT0044.24",76.3741927802684
"LT0044.25",77.8114526972597
"LT0045.01",61.0129023232833
"LT0045.02",60.8573045491588
"LT0045.03",61.9733654635223
"LT0045.04",61.776954294476
"LT0045.05",61.5398161947016
"LT0045.06",61.2529637484873
"LT0045.07",61.387329246702
"LT0045.08",62.6233364680546
"LT0045.09",59.6262143320984
"LT0045.10",62.0485367959286
"LT0045.11",62.2077157780353
"LT0045.12",66.2327349196004
"LT0045.13",64.1290847432136
"LT0045.14",59.4803996386106
"LT0045.15",59.1100699840845
"LT0045.16",64.5003021315307
"LT0045.17",63.3606562702634
"LT0045.18",64.0653084464816
"LT0045.19",60.9971131774876
"LT0045.20",62.6249758492039
"LT0045.21",60.6081118652812
"LT0045.22",62.7268002468189
"LT0045.23",62.1291248834008
"LT0045.24",62.0943527388651
"LT0045.25",59.69096266133
"LT0046.01",59.7941572052193
"LT0046.02",50.2206480280118
"LT0046.03",65.8042888662899
"LT0046.04",61.3454260293182
"LT0046.05",63.6297314857782
"LT0046.06",50.6678177399873
"LT0046.07",63.4670738685614
"LT0046.08",59.9969195244211
"LT0046.09",64.5154881213793
"LT0046.10",50.1172450353888
"LT0046.11",63.4212954992824
"LT0046.12",63.7250449535311
"LT0046.13",61.4815721005851
"LT0046.14",52.9351309770717
"LT0046.15",64.9172292552454
"LT0046.16",61.6749252755573
"LT0046.17",64.3126326435101
"LT0046.18",49.936691437658
"LT0046.19",62.2745476461667
"LT0046.20",62.386570860878
"LT0046.21",66.1550732746219
"LT0046.22",53.5374590674946
"LT0046.23",62.624389023604
"LT0046.24",65.2522335395776
"LT0046.25",64.283525497966
"LT0047.01",59.5460062015479
"LT0047.02",54.8204512665032
"LT0047.03",68.8827713726074
"LT0047.04",64.8747017106474
"LT0047.05",62.8362816421429
"LT0047.06",59.5534371373464
"LT0047.07",58.228376824536
"LT0047.08",67.2989852443435
"LT0047.09",60.0424253920774
"LT0047.10",54.7919690491856
"LT0047.11",63.6043461745642
"LT0047.12",66.7721057979404
"LT0047.13",60.8818394070119
"LT0047.14",53.1510030009507
"LT0047.15",59.3863461075777
"LT0047.16",66.5609396637297
"LT0047.17",61.5769601627099
"LT0047.18",62.2658775643734
"LT0048.01",78.9347353335039
"LT0048.02",66.655820106719
"LT0048.03",73.9612172177838
"LT0048.04",74.3386799454618
"LT0048.05",64.0964023861848
"LT0048.06",75.7580556296365
"LT0048.07",73.9771535681819
"LT0048.08",76.0892297367529
"LT0048.09",62.4692180414255
"LT0048.10",75.005000127935
"LT0048.11",69.7241603517079
"LT0048.12",71.9380443895916
"LT0048.13",64.9413435247075
"LT0048.14",72.5573177499635
"LT0048.15",73.1275021272203
"LT0048.16",76.5908269506216
"LT0048.17",62.3074451696725
"LT0048.18",72.3720372346738
"LT0048.19",72.2405070642826
"LT0048.20",73.8884165572216
"LT0048.21",62.612413147099
"LT0048.22",71.9768763799386
"LT0048.23",76.0760048102895
"LT0048.24",73.9079678447086
"LT0048.25",63.9391584859543
"LT0049.01",71.5594765180005
"LT0049.02",67.4316611417772
"LT0049.03",69.6428563100367
"LT0049.04",70.3193129871459
"LT0049.05",69.2307616463409
"LT0049.06",71.6153273489915
"LT0049.07",69.7837701808588
"LT0049.08",69.6006664763547
"LT0049.09",69.3131479645207
"LT0049.10",68.0460469183378
"LT0049.11",74.4978252882554
"LT0049.12",69.896563851846
"LT0049.13",70.8677534535836
"LT0049.14",72.8598133982979
"LT0049.15",71.7011513793311
"LT0049.16",71.2581605482648
"LT0049.17",71.2078699879923
"LT0049.18",70.0948331374542
"LT0049.19",71.2960065282045
"LT0049.20",68.9672927296626
"LT0049.21",71.8272342555047
"LT0049.22",71.1462915460993
"LT0049.23",69.7386182859388
"LT0049.24",68.5581414890783
"LT0049.25",69.6699008901829
"LT0050.01",77.4362301770621
"LT0050.02",66.3436464829496
"LT0050.03",79.9391668746447
"LT0050.04",75.2966814411362
"LT0050.05",76.1186358488177
"LT0050.06",69.3359024512328
"LT0050.07",74.9836358113425
"LT0050.08",77.6480381337105
"LT0050.09",75.3386540955019
"LT0050.10",70.0739577000378
"LT0050.11",75.9019751940376
"LT0050.12",75.5730169675624
"LT0050.13",73.9374787862039
"LT0050.14",65.2616164864438
"LT0050.15",75.6375794039258
"LT0050.16",75.5404825853459
"LT0050.17",77.3262207836891
"LT0050.18",67.7514104720105
"LT0050.19",77.6215472327961
"LT0050.20",75.8899637229511
"LT0050.21",78.5007287751347
"LT0050.22",65.2042744663303
"LT0050.23",79.8700503113495
"LT0050.24",75.8472276935486
"LT0050.25",77.5684503175412
"LT0051.01",78.4901260774191
"LT0051.02",76.3661781462856
"LT0051.03",79.0231099023661
"LT0051.04",78.4281790999629
"LT0051.05",80.4758689766406
"LT0051.06",73.2003025128045
"LT0051.07",77.7438505584244
"LT0051.08",78.5084790381611
"LT0051.09",78.7090508130255
"LT0051.10",76.9236848374904
"LT0051.11",77.0460516524642
"LT0051.12",72.3662249698747
"LT0051.13",76.9203087879621
"LT0051.14",74.7505358948652
"LT0051.15",79.3295920314075
"LT0051.16",77.3170751789326
"LT0051.17",79.5046656964539
"LT0051.18",79.133740499869
"LT0051.19",76.7501788746217
"LT0051.20",80.0582923236776
"LT0051.21",78.2484912332303
"LT0051.22",76.6855014146489
"LT0051.23",80.1189518826439
"LT0051.24",80.1245286036029
"LT0051.25",78.7945767085146
"LT0052.01",74.6971276365395
"LT0052.02",74.9344766922494
"LT0052.03",72.6013291333125
"LT0052.04",75.1268406774949
"LT0052.05",70.9722319667261
"LT0052.06",74.4949599607468
"LT0052.07",68.7214874103145
"LT0052.08",73.2527229095898
"LT0052.09",72.0567767194564
"LT0052.10",71.8187006292479
"LT0052.11",70.5523218994217
"LT0052.12",71.0327430599875
"LT0052.13",69.7390314260191
"LT0052.14",73.9927523879678
"LT0052.15",74.0056710494607
"LT0052.16",72.3204683229104
"LT0052.17",69.7559845442608
"LT0052.18",70.6310838832071
"LT0052.19",70.3610628632911
"LT0052.20",72.2023737608012
"LT0052.21",72.0433347884151
"LT0052.22",71.6361901272647
"LT0052.23",72.5461242098416
"LT0052.24",70.664135521888
"LT0052.25",71.5074870959835
"LT0053.01",76.6624669042991
"LT0053.02",67.5828484415409
"LT0053.03",76.1617761584977
"LT0053.04",76.6898905515795
"LT0053.05",77.2577104966485
"LT0053.06",66.3541350515096
"LT0053.07",73.3750190630204
"LT0053.08",77.3101678624231
"LT0053.09",77.631179070418
"LT0053.10",64.3766337214265
"LT0053.11",72.867842057601
"LT0053.12",77.8578533531749
"LT0053.13",74.4022673915704
"LT0053.14",65.7455137382249
"LT0053.15",70.9700600308617
"LT0053.16",77.3831721201244
"LT0053.17",65.2577240341959
"LT0053.18",74.8350458041371
"LT0053.19",73.1285604039698
"LT0053.20",76.0577961734079
"LT0053.21",64.3167175027644
"LT0053.22",74.6607289646839
"LT0053.23",80.5074054266307
"LT0053.24",73.4273059610451
"LT0053.25",75.3177884707952
"LT0054.01",80.4996890869592
"LT0054.02",83.1760234490504
"LT0054.03",79.6871218265029
"LT0054.04",79.6716706293529
"LT0054.05",79.6933571883047
"LT0054.06",79.8548278324872
"LT0055.01",70.3828281370504
"LT0055.02",63.513717856409
"LT0055.03",70.4262187019588
"LT0055.04",73.2781646188121
"LT0055.05",73.3031436889055
"LT0055.06",57.7153644139572
"LT0055.07",71.555274410814
"LT0055.08",73.1626302279365
"LT0055.09",58.2382130281521
"LT0055.10",72.8859564278102
"LT0055.11",73.7231280434839
"LT0055.12",72.5715765445469
"LT0055.13",63.8413103622129
"LT0055.14",71.6149966879473
"LT0055.15",71.7654125869751
"LT0055.16",70.2878291631133
"LT0055.17",63.9189926784284
"LT0055.18",67.5963158797688
"LT0055.19",72.3070186977144
"LT0055.20",73.9132075144755
"LT0055.21",60.9674224359256
"LT0055.22",70.3454354373636
"LT0055.23",70.3421306229521
"LT0055.24",72.67191663323
"LT0055.25",62.3067937746276
"LT0056.01",68.7460886824721
"LT0056.02",70.5210854468135
"LT0056.03",67.4827888466085
"LT0056.04",69.3702164792817
"LT0056.05",66.4537424873713
"LT0056.06",63.6535090733307
"LT0056.07",67.9898106628358
"LT0056.08",63.0996077710556
"LT0056.09",70.8542015304642
"LT0056.10",69.2110025058697
"LT0056.11",66.8998465500387
"LT0056.12",68.2705544479342
"LT0056.13",73.2844683987624
"LT0056.14",67.0206663259986
"LT0056.15",66.6674049915375
"LT0056.16",69.5598619324354
"LT0056.17",68.7975732789885
"LT0056.18",69.4286374002085
"LT0056.19",69.7629049373657
"LT0056.20",70.7814357831776
"LT0056.21",67.2125158400982
"LT0056.22",66.8744865039655
"LT0056.23",68.6857467296368
"LT0056.24",68.7333567530435
"LT0056.25",67.3049775481641
"LT0057.01",62.9605978013944
"LT0057.02",61.6982931917611
"LT0057.03",62.4489267567532
"LT0057.04",59.7070565018263
"LT0057.05",60.9426801382269
"LT0057.06",62.2106697214147
"LT0057.07",60.6031796245238
"LT0057.08",62.7087884220053
"LT0057.09",64.4936895791813
"LT0057.10",63.3182453373747
"LT0057.11",63.6129202357807
"LT0057.12",63.4541315424054
"LT0057.13",61.4761240426545
"LT0057.14",61.1952651665455
"LT0057.15",63.7458455781
"LT0058.01",72.4813593648862
"LT0058.02",65.2105108777283
"LT0058.03",73.5438910697824
"LT0058.04",73.267366159346
"LT0058.05",72.6917697710833
"LT0058.06",62.5517077387596
"LT0058.07",72.7173397312676
"LT0058.08",73.0930349270449
"LT0058.09",73.5239607438244
"LT0058.10",63.6458075444296
"LT0058.11",75.3169455627912
"LT0058.12",73.71400156061
"LT0058.13",75.6342627103837
"LT0058.14",66.3534739199772
"LT0058.15",75.0020860653221
"LT0058.16",72.9207876312996
"LT0058.17",72.6381071950913
"LT0058.18",62.0851092757324
"LT0058.19",75.9836100220211
"LT0058.20",75.5083020255467
"LT0058.21",74.5120650940534
"LT0058.22",62.3249603632686
"LT0058.23",74.5141002951896
"LT0058.24",75.0115590807456
"LT0058.25",71.4357437161903
"LT0059.01",74.8100066113047
"LT0059.02",62.5658740876199
"LT0059.03",78.9933847003635
"LT0059.04",76.3685618716724
"LT0059.05",75.5694781939934
"LT0059.06",67.1452345640958
"LT0059.07",75.3395744108461
"LT0059.08",76.7005338546235
"LT0059.09",77.2063443176613
"LT0059.10",64.3822033215714
"LT0059.11",76.026394415943
"LT0059.12",77.3082485998183
"LT0059.13",76.0202748291656
"LT0059.14",64.7962688086816
"LT0059.15",75.2616043325833
"LT0059.16",76.2139597998175
"LT0059.17",77.3364928069051
"LT0059.18",65.2815734234067
"LT0059.19",77.8223470667416
"LT0059.20",72.4654000107392
"LT0059.21",76.4387193516685
"LT0059.22",69.1595744068999
"LT0059.23",75.8292403812585
"LT0059.24",80.2658869244152
"LT0059.25",75.4508082767169
"LT0060.01",69.7985999340594
"LT0060.02",74.7463302797003
"LT0060.03",68.4849002364247
"LT0060.04",71.6173898947092
"LT0060.05",71.097440635177
"LT0060.06",74.8183197179568
"LT0060.07",72.9124295515973
"LT0060.08",66.8069504300438
"LT0060.09",78.9226739304326
"LT0060.10",74.4314132111067
"LT0060.11",74.3340803804775
"LT0060.12",71.3722619983121
"LT0060.13",69.799849284306
"LT0060.14",70.0058130751887
"LT0060.15",73.136227280578
"LT0060.16",70.4177736422298
"LT0060.17",72.5000695467996
"LT0060.18",66.0671618450782
"LT0060.19",77.389404056976
"LT0060.20",74.6354019202568
"LT0060.21",74.4564928646884
"LT0060.22",70.6319448871975
"LT0060.23",71.3993443876395
"LT0060.24",70.0536874322639
"LT0060.25",75.4997203339891
"LT0061.01",71.093671795775
"LT0061.02",63.2370524191153
"LT0061.03",72.4934017574873
"LT0061.04",73.6164653833759
"LT0061.05",72.7999891893333
"LT0061.06",67.3151034226902
"LT0061.07",59.9395798548008
"LT0061.08",72.5247787323195
"LT0061.09",71.6704993405153
"LT0061.10",68.3428270912871
"LT0061.11",62.7655069928791
"LT0061.12",74.5619153819916
"LT0061.13",71.4864292354309
"LT0061.14",70.8191876212054
"LT0061.15",61.2870262609265
"LT0061.16",69.9639808255798
"LT0061.17",74.6118642061344
"LT0061.18",72.9060598889346
"LT0061.19",65.1163592208104
"LT0061.20",73.9679175498972
"LT0061.21",73.8495317531289
"LT0061.22",73.9118180939565
"LT0061.23",64.1833402338539
"LT0061.24",72.4371772255123
"LT0061.25",69.6059200366725
"LT0062.01",73.0269464212609
"LT0062.02",69.1451330174486
"LT0062.03",72.9576651440021
"LT0062.04",73.0686905266914
"LT0062.05",69.0702889509958
"LT0062.06",71.8392967976201
"LT0062.07",73.6760074527687
"LT0062.08",72.0171838574783
"LT0062.09",71.4272205760301
"LT0062.10",70.618729799758
"LT0062.11",74.5722895861653
"LT0062.12",68.9669784816241
"LT0062.13",73.7946412510176
"LT0062.14",74.1787787744022
"LT0062.15",71.5257186593281
"LT0062.16",72.1553237545026
"LT0062.17",70.9678135891089
"LT0062.18",73.5574334229595
"LT0062.19",74.0245154763559
"LT0062.20",70.6608291292145
"LT0062.21",72.0269433978487
"LT0062.22",71.2239599425894
"LT0062.23",71.2312381082201
"LT0062.24",72.9725456877367
"LT0062.25",71.800796771089
"LT0063.01",69.1150708069702
"LT0063.02",67.3401189329649
"LT0063.03",65.5842069389222
"LT0063.04",68.1040716387617
"LT0063.05",69.7902576070202
"LT0063.06",68.6670196925709
"LT0063.07",66.9536069729557
"LT0063.08",67.7952113131399
"LT0063.09",66.9037827720022
"LT0063.10",67.6575633447393
"LT0063.11",70.8640068772164
"LT0063.12",68.37781784806
"LT0063.13",64.5405453702408
"LT0063.14",66.4645795313358
"LT0063.15",67.5778922996056
"LT0063.16",64.5388082239373
"LT0063.17",62.5464051658858
"LT0063.18",68.4772234412612
"LT0063.19",66.3145144550515
"LT0063.20",67.6688345615478
"LT0063.21",67.0089492367651
"LT0063.22",68.364155594111
"LT0063.23",70.7288890935528
"LT0063.24",67.6418331530143
"LT0063.25",65.3403850444326
"LT0064.01",73.1225687389445
"LT0064.02",64.7933956123757
"LT0064.03",67.5629531816704
"LT0064.04",63.5831239162885
"LT0064.05",60.6921677352693
"LT0064.06",64.7458470519925
"LT0064.07",68.3929226781456
"LT0064.08",69.7288192587642
"LT0064.09",67.9930278568185
"LT0064.10",65.2060250346643
"LT0064.11",68.4249992334039
"LT0064.12",63.2415387627998
"LT0064.13",65.7381769246077
"LT0064.14",66.3801947405824
"LT0064.15",66.5951336537015
"LT0064.16",65.9357370841271
"LT0064.17",64.3356465839318
"LT0064.18",61.9744001902614
"LT0064.19",68.0856724626275
"LT0064.20",63.8346188284459
"LT0064.21",61.4189535061666
"LT0064.22",68.9386864249167
"LT0064.23",66.2731385463859
"LT0064.24",65.0708640107112
"LT0064.25",62.7103474581084
"LT0065.01",76.5358734649586
"LT0065.02",77.9398153905359
"LT0065.03",72.0514475762194
"LT0065.04",76.2934056093059
"LT0065.05",79.6943147250231
"LT0065.06",77.4132318478937
"LT0065.07",77.0680270169358
"LT0065.08",77.4059091670706
"LT0065.09",79.0873296575562
"LT0065.10",75.8408047410471
"LT0065.11",77.5110598254771
"LT0065.12",78.1134418184554
"LT0065.13",78.4158264916197
"LT0065.14",74.0749122878146
"LT0065.15",76.8211685797546
"LT0065.16",73.2900897405032
"LT0065.17",77.2484470460801
"LT0065.18",76.4475932207905
"LT0065.19",77.3348131752707
"LT0065.20",76.8721291711227
"LT0065.21",77.7566956254247
"LT0065.22",74.5883921618586
"LT0065.23",74.3446072858493
"LT0065.24",79.6237043750666
"LT0065.25",77.7139040613151
"LT0066.01",65.7281383013975
"LT0066.02",56.5945192404607
"LT0066.03",66.2259155919243
"LT0066.04",66.952640476811
"LT0066.05",66.6756325927945
"LT0066.06",55.1799082958364
"LT0066.07",66.6583356559286
"LT0066.08",67.7809459646586
"LT0066.09",67.286338761292
"LT0066.10",63.8065448450523
"LT0066.11",59.3086590536092
"LT0066.12",63.4666293615558
"LT0066.13",64.9987494614487
"LT0066.14",65.5476543888715
"LT0066.15",56.3807625572323
"LT0066.16",65.1591788924618
"LT0066.17",65.7466953319045
"LT0066.18",67.189603117644
"LT0066.19",53.4084702058977
"LT0066.20",65.8144240931641
"LT0066.21",66.4089735200526
"LT0066.22",65.7702029660834
"LT0066.23",67.1278750293524
"LT0066.24",58.440196746806
"LT0066.25",66.8973259310248
"LT0067.01",73.8633791720491
"LT0067.02",74.7628056159911
"LT0067.03",72.7844877802393
"LT0067.04",73.9765331004797
"LT0067.05",71.5778186917583
"LT0067.06",72.5502807088181
"LT0067.07",74.2185749752896
"LT0067.08",77.380585258089
"LT0067.09",75.1403081890063
"LT0067.10",72.1716864914977
"LT0067.11",71.7508336373393
"LT0067.12",76.2356532684586
"LT0067.13",73.6569504968981
"LT0067.14",78.8401807252402
"LT0067.15",73.4904846255874
"LT0067.16",80.2842178590971
"LT0067.17",76.3125128156976
"LT0067.18",73.2747380611053
"LT0067.19",74.8116013395263
"LT0067.20",75.1907271423987
"LT0067.21",75.6921085464499
"LT0067.22",72.3116374374821
"LT0067.23",76.8118309230479
"LT0067.24",76.707152664449
"LT0067.25",71.94159832238
"LT0068.01",81.2923009835501
"LT0068.02",69.5165544388488
"LT0068.03",80.3074273071154
"LT0068.04",81.5832462339524
"LT0068.05",78.6549604181281
"LT0068.06",69.6504077089844
"LT0068.07",80.7516614111432
"LT0068.08",79.3303830344594
"LT0068.09",68.4913323580815
"LT0068.10",79.871168109501
"LT0068.11",80.8989595453888
"LT0068.12",80.3809202186276
"LT0068.13",67.8924569984326
"LT0068.14",77.8810885033514
"LT0068.15",77.1651340567405
"LT0068.16",81.8078491409016
"LT0068.17",74.8787994064447
"LT0068.18",79.2801844017386
"LT0068.19",80.9437118676323
"LT0068.20",83.671045534449
"LT0068.21",69.3880791690663
"LT0068.22",81.8216594916921
"LT0068.23",80.5491557856561
"LT0068.24",69.1744285755636
"LT0068.25",79.7727932628976
"LT0069.01",73.7949520124393
"LT0069.02",71.1097128966053
"LT0069.03",74.4719400550056
"LT0069.04",74.6735637090305
"LT0069.05",75.419794724068
"LT0069.06",74.4219985765764
"LT0069.07",73.3654147002302
"LT0069.08",74.8962466717976
"LT0069.09",77.4697459126847
"LT0069.10",75.2136309111619
"LT0069.11",74.5632376794227
"LT0069.12",75.713044069006
"LT0069.13",70.9057675651638
"LT0069.14",69.7265766422398
"LT0069.15",70.4452372426977
"LT0069.16",73.190731172684
"LT0069.17",72.391498870191
"LT0069.18",68.7191889370921
"LT0069.19",76.0941070997575
"LT0069.20",74.0387655728232
"LT0069.21",74.2653681902845
"LT0069.22",71.7347223848239
"LT0069.23",76.5422863775715
"LT0069.24",72.0694332495507
"LT0069.25",72.2755521839571
"LT0070.01",67.2712186341035
"LT0070.02",64.3946416403454
"LT0070.03",68.7224755182636
"LT0070.04",65.8690348678383
"LT0070.05",63.6481794136409
"LT0070.06",65.7559444415633
"LT0070.07",66.5866709044922
"LT0070.08",65.0016135982963
"LT0070.09",64.1914080100265
"LT0070.10",66.2064946081469
"LT0070.11",64.9968163258539
"LT0070.12",66.0507340010726
"LT0070.13",66.2417492761128
"LT0070.14",65.3043119153693
"LT0070.15",66.3954751255628
"LT0070.16",64.8523655371473
"LT0070.17",65.5723397489899
"LT0070.18",68.5633918419359
"LT0070.19",68.2015100620514
"LT0070.20",65.1196853203636
"LT0070.21",64.919487032117
"LT0070.22",66.6430471237998
"LT0070.23",69.7493402964215
"LT0070.24",65.4190616745607
"LT0070.25",66.3499301098659
"LT0071.01",67.7941630917667
"LT0071.02",62.8219937573491
"LT0071.03",72.0933150295381
"LT0071.04",72.5366718993705
"LT0071.05",76.8200236374993
"LT0071.06",73.245132058039
"LT0071.07",65.2247508690693
"LT0071.08",74.9159873102663
"LT0071.09",73.2390369940256
"LT0071.10",74.8230672900717
"LT0071.11",57.6353892651635
"LT0071.12",76.4165484746268
"LT0071.13",68.920379984313
"LT0071.14",73.0896801531519
"LT0071.15",64.2959954802122
"LT0071.16",71.8981527928667
"LT0071.17",57.7673536738508
"LT0071.18",73.6353857979402
"LT0071.19",77.5305505345563
"LT0071.20",74.4591391368347
"LT0071.21",58.3907493598317
"LT0071.22",72.2377206544812
"LT0071.23",75.3561392899545
"LT0071.24",72.997322023083
"LT0071.25",64.078117573077
"LT0072.01",73.8853271436278
"LT0072.02",73.6113829549839
"LT0072.03",74.7064039630898
"LT0072.04",73.6309862631591
"LT0072.05",74.3051230471639
"LT0072.06",72.8918959188417
"LT0072.07",72.5305104900559
"LT0072.08",72.0053605389217
"LT0072.09",70.8605616478203
"LT0072.10",73.8808122852836
"LT0072.11",72.1672626381441
"LT0072.12",76.6048342569336
"LT0072.13",74.0192216609958
"LT0072.14",72.4438666188952
"LT0072.15",74.6942066384889
"LT0072.16",76.6846691254617
"LT0072.17",71.1163999391599
"LT0072.18",74.7567064173371
"LT0072.19",69.3340426495266
"LT0072.20",74.4583086617487
"LT0072.21",76.5265501378337
"LT0072.22",71.3975868528107
"LT0072.23",73.7941613007973
"LT0072.24",73.6777230560001
"LT0072.25",75.2665573715038
"LT0073.01",73.0371482575406
"LT0073.02",75.6672786068477
"LT0073.03",74.5219920492114
"LT0073.04",72.5474835669657
"LT0073.05",74.5622193942128
"LT0073.06",73.4389078120021
"LT0073.07",73.7842704964744
"LT0073.08",68.7291609041444
"LT0074.01",81.8803140476078
"LT0074.02",81.3765482962328
"LT0074.03",75.7455984368255
"LT0074.04",78.8965732423137
"LT0074.05",82.7679876697187
"LT0074.06",82.4750944832622
"LT0074.07",78.3101957283937
"LT0074.08",78.5782854823991
"LT0074.09",79.2965604246095
"LT0074.10",80.7692946210466
"LT0074.11",81.5039481986808
"LT0074.12",78.0405400277983
"LT0074.13",81.9589478060591
"LT0074.14",83.5781616750299
"LT0074.15",80.7480781086964
"LT0074.16",84.4973758074514
"LT0074.17",80.7962265339214
"LT0074.18",81.4946196151649
"LT0074.19",80.2593653084888
"LT0074.20",82.3252550893547
"LT0074.21",79.3388259933324
"LT0074.22",79.8263520646166
"LT0074.23",82.3679391904397
"LT0074.24",76.6075634494194
"LT0074.25",74.0037957823813
"LT0075.01",70.3167722220567
"LT0075.02",69.7749933878097
"LT0075.03",70.3828572461901
"LT0075.04",70.9923169155668
"LT0075.05",73.7975774532466
"LT0075.06",72.4073014099058
"LT0075.07",70.9960023415138
"LT0075.08",71.7170053936777
"LT0075.09",71.3094102219038
"LT0075.10",76.5284320923552
"LT0075.11",74.9617599623759
"LT0075.12",65.5869350702351
"LT0075.13",69.9056180787596
"LT0075.14",65.5857077430219
"LT0075.15",71.3568191613753
"LT0075.16",71.2097126220678
"LT0075.17",72.0015264389256
"LT0075.18",77.070286898538
"LT0075.19",69.9718918032658
"LT0075.20",73.6020192193174
"LT0075.21",72.1597861050308
"LT0075.22",66.7362031934505
"LT0075.23",72.8625114739998
"LT0075.24",74.8711499740419
"LT0075.25",70.8394851908928
"LT0076.01",70.6286157803919
"LT0076.02",69.7201752494592
"LT0077.01",78.6231318888234
"LT0077.02",76.638911500561
"LT0077.03",77.1098821015597
"LT0077.04",78.0226964561398
"LT0077.05",76.0819300423998
"LT0077.06",78.4225224295111
"LT0077.07",74.0804734123634
"LT0077.08",72.8423548695699
"LT0077.09",75.354560968676
"LT0077.10",76.1086681681564
"LT0077.11",76.4239661639416
"LT0077.12",71.6985735865799
"LT0077.13",77.3639538001832
"LT0077.14",77.6856606785185
"LT0077.15",77.6589604154468
"LT0077.16",77.7706875854732
"LT0077.17",75.3069790211119
"LT0077.18",76.2555060462228
"LT0077.19",78.1589482367208
"LT0077.20",74.4946365939576
"LT0077.21",76.2731287059268
"LT0077.22",78.078603253735
"LT0077.23",76.0191606729835
"LT0077.24",74.7407160575606
"LT0077.25",74.288470506029
"LT0078.01",66.1256074389422
"LT0078.02",71.062511511296
"LT0078.03",68.9987487964284
"LT0078.04",74.4809837831441
"LT0078.05",71.328255300777
"LT0078.06",75.0771128899058
"LT0078.07",72.1929736014692
"LT0078.08",66.7587543977292
"LT0078.09",69.5543249288603
"LT0078.10",76.8581038041857
"LT0078.11",68.2500543469531
"LT0078.12",70.0099122588025
"LT0078.13",70.5540325677224
"LT0078.14",74.3257234201408
